Name,pitchcenter,scale,C,C#/Db,D,D#/Eb,E,F,F#/Gb,G,G#/Ab,A,A#/Bb,B
Prelude22,E,minor,1.5464,11.5979,1.8041,16.366,7.9897,4.2526,4.8969,6.701,19.201,0.1289,13.9175,11.5979
Prelude22,F,minor,11.5979,1.8041,16.366,7.9897,4.2526,4.8969,6.701,19.201,0.1289,13.9175,11.5979,1.5464
Prelude22,F#/Gb,minor,1.8041,16.366,7.9897,4.2526,4.8969,6.701,19.201,0.1289,13.9175,11.5979,1.5464,11.5979
Prelude22,G,minor,16.366,7.9897,4.2526,4.8969,6.701,19.201,0.1289,13.9175,11.5979,1.5464,11.5979,1.8041
Prelude22,G#/Ab,minor,7.9897,4.2526,4.8969,6.701,19.201,0.1289,13.9175,11.5979,1.5464,11.5979,1.8041,16.366
Prelude22,A,minor,4.2526,4.8969,6.701,19.201,0.1289,13.9175,11.5979,1.5464,11.5979,1.8041,16.366,7.9897
Prelude22,A#/Bb,minor,4.8969,6.701,19.201,0.1289,13.9175,11.5979,1.5464,11.5979,1.8041,16.366,7.9897,4.2526
Prelude22,B,minor,6.701,19.201,0.1289,13.9175,11.5979,1.5464,11.5979,1.8041,16.366,7.9897,4.2526,4.8969
Prelude23,C,major,15.5875,0,13.6691,0.9592,12.9496,10.3118,1.6787,11.271,2.3981,15.1079,3.5971,12.47
Prelude23,C#/Db,major,0,13.6691,0.9592,12.9496,10.3118,1.6787,11.271,2.3981,15.1079,3.5971,12.47,15.5875
Prelude23,D,major,13.6691,0.9592,12.9496,10.3118,1.6787,11.271,2.3981,15.1079,3.5971,12.47,15.5875,0
Prelude23,D#/Eb,major,0.9592,12.9496,10.3118,1.6787,11.271,2.3981,15.1079,3.5971,12.47,15.5875,0,13.6691
Prelude23,E,major,12.9496,10.3118,1.6787,11.271,2.3981,15.1079,3.5971,12.47,15.5875,0,13.6691,0.9592
Prelude23,F,major,10.3118,1.6787,11.271,2.3981,15.1079,3.5971,12.47,15.5875,0,13.6691,0.9592,12.9496
Prelude23,F#/Gb,major,1.6787,11.271,2.3981,15.1079,3.5971,12.47,15.5875,0,13.6691,0.9592,12.9496,10.3118
Prelude23,G,major,11.271,2.3981,15.1079,3.5971,12.47,15.5875,0,13.6691,0.9592,12.9496,10.3118,1.6787
Prelude23,G#/Ab,major,2.3981,15.1079,3.5971,12.47,15.5875,0,13.6691,0.9592,12.9496,10.3118,1.6787,11.271
Prelude23,A,major,15.1079,3.5971,12.47,15.5875,0,13.6691,0.9592,12.9496,10.3118,1.6787,11.271,2.3981
Prelude23,A#/Bb,major,3.5971,12.47,15.5875,0,13.6691,0.9592,12.9496,10.3118,1.6787,11.271,2.3981,15.1079
Prelude23,B,major,12.47,15.5875,0,13.6691,0.9592,12.9496,10.3118,1.6787,11.271,2.3981,15.1079,3.5971
Fugue1,C,major,13.7517,0.9346,14.6862,0,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021,11.215
Fugue1,C#/Db,major,0.9346,14.6862,0,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021,11.215,13.7517
Fugue1,D,major,14.6862,0,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021,11.215,13.7517,0.9346
Fugue1,D#/Eb,major,0,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021,11.215,13.7517,0.9346,14.6862
Fugue1,E,major,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021,11.215,13.7517,0.9346,14.6862,0
Fugue1,F,major,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021,11.215,13.7517,0.9346,14.6862,0,14.1522
Fugue1,F#/Gb,major,3.2043,14.0187,1.6021,15.0868,1.6021,11.215,13.7517,0.9346,14.6862,0,14.1522,9.7463
Fugue1,G,major,14.0187,1.6021,15.0868,1.6021,11.215,13.7517,0.9346,14.6862,0,14.1522,9.7463,3.2043
Fugue1,G#/Ab,major,1.6021,15.0868,1.6021,11.215,13.7517,0.9346,14.6862,0,14.1522,9.7463,3.2043,14.0187
Fugue1,A,major,15.0868,1.6021,11.215,13.7517,0.9346,14.6862,0,14.1522,9.7463,3.2043,14.0187,1.6021
Fugue1,A#/Bb,major,1.6021,11.215,13.7517,0.9346,14.6862,0,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868
Fugue1,B,major,11.215,13.7517,0.9346,14.6862,0,14.1522,9.7463,3.2043,14.0187,1.6021,15.0868,1.6021
Fugue2,C,minor,16.1804,0.2653,12.9973,12.069,1.8568,13.5279,2.122,15.252,7.8249,4.3767,7.1618,6.366
Fugue2,C#/Db,minor,0.2653,12.9973,12.069,1.8568,13.5279,2.122,15.252,7.8249,4.3767,7.1618,6.366,16.1804
Fugue2,D,minor,12.9973,12.069,1.8568,13.5279,2.122,15.252,7.8249,4.3767,7.1618,6.366,16.1804,0.2653
Fugue2,D#/Eb,minor,12.069,1.8568,13.5279,2.122,15.252,7.8249,4.3767,7.1618,6.366,16.1804,0.2653,12.9973
Fugue2,E,minor,1.8568,13.5279,2.122,15.252,7.8249,4.3767,7.1618,6.366,16.1804,0.2653,12.9973,12.069
Fugue2,F,minor,13.5279,2.122,15.252,7.8249,4.3767,7.1618,6.366,16.1804,0.2653,12.9973,12.069,1.8568
Fugue2,F#/Gb,minor,2.122,15.252,7.8249,4.3767,7.1618,6.366,16.1804,0.2653,12.9973,12.069,1.8568,13.5279
Fugue2,G,minor,15.252,7.8249,4.3767,7.1618,6.366,16.1804,0.2653,12.9973,12.069,1.8568,13.5279,2.122
Fugue2,G#/Ab,minor,7.8249,4.3767,7.1618,6.366,16.1804,0.2653,12.9973,12.069,1.8568,13.5279,2.122,15.252
Fugue2,A,minor,4.3767,7.1618,6.366,16.1804,0.2653,12.9973,12.069,1.8568,13.5279,2.122,15.252,7.8249
Fugue2,A#/Bb,minor,7.1618,6.366,16.1804,0.2653,12.9973,12.069,1.8568,13.5279,2.122,15.252,7.8249,4.3767
Fugue2,B,minor,6.366,16.1804,0.2653,12.9973,12.069,1.8568,13.5279,2.122,15.252,7.8249,4.3767,7.1618
Fugue3,C,major,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397,1.314,10.9267
Fugue3,C#/Db,major,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397,1.314,10.9267,13.2089
Fugue3,D,major,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397,1.314,10.9267,13.2089,1.7289
Fugue3,D#/Eb,major,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397,1.314,10.9267,13.2089,1.7289,13.1397
Fugue3,E,major,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397,1.314,10.9267,13.2089,1.7289,13.1397,1.3831
Fugue3,F,major,9.2669,4.0111,17.7732,0.2075,13.1397,1.314,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004
Fugue3,F#/Gb,major,4.0111,17.7732,0.2075,13.1397,1.314,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669
Fugue3,G,major,17.7732,0.2075,13.1397,1.314,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111
Fugue3,G#/Ab,major,0.2075,13.1397,1.314,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732
Fugue3,A,major,13.1397,1.314,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075
Fugue3,A#/Bb,major,1.314,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397
Fugue3,B,major,10.9267,13.2089,1.7289,13.1397,1.3831,13.9004,9.2669,4.0111,17.7732,0.2075,13.1397,1.314
Fugue4,C,minor,16.0334,2.5836,11.3222,12.31,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754
Fugue4,C#/Db,minor,2.5836,11.3222,12.31,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334
Fugue4,D,minor,11.3222,12.31,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836
Fugue4,D#/Eb,minor,12.31,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222
Fugue4,E,minor,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222,12.31
Fugue4,F,minor,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222,12.31,2.2036
Fugue4,F#/Gb,minor,0.9119,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222,12.31,2.2036,15.0456
Fugue4,G,minor,15.3495,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222,12.31,2.2036,15.0456,0.9119
Fugue4,G#/Ab,minor,8.4347,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222,12.31,2.2036,15.0456,0.9119,15.3495
Fugue4,A,minor,3.4954,8.4347,3.8754,16.0334,2.5836,11.3222,12.31,2.2036,15.0456,0.9119,15.3495,8.4347
Fugue4,A#/Bb,minor,8.4347,3.8754,16.0334,2.5836,11.3222,12.31,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954
Fugue4,B,minor,3.8754,16.0334,2.5836,11.3222,12.31,2.2036,15.0456,0.9119,15.3495,8.4347,3.4954,8.4347
Fugue5,C,major,15.3471,0.2436,14.7381,0,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096
Fugue5,C#/Db,major,0.2436,14.7381,0,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471
Fugue5,D,major,14.7381,0,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436
Fugue5,D#/Eb,major,0,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381
Fugue5,E,major,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381,0
Fugue5,F,major,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381,0,14.9817
Fugue5,F#/Gb,major,0.9744,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381,0,14.9817,13.5201
Fugue5,G,major,14.3727,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381,0,14.9817,13.5201,0.9744
Fugue5,G#/Ab,major,0.1218,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381,0,14.9817,13.5201,0.9744,14.3727
Fugue5,A,major,13.1547,2.4361,10.1096,15.3471,0.2436,14.7381,0,14.9817,13.5201,0.9744,14.3727,0.1218
Fugue5,A#/Bb,major,2.4361,10.1096,15.3471,0.2436,14.7381,0,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547
Fugue5,B,major,10.1096,15.3471,0.2436,14.7381,0,14.9817,13.5201,0.9744,14.3727,0.1218,13.1547,2.4361
Fugue7,C,major,13.2706,1.3584,14.1066,0.418,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201
Fugue7,C#/Db,major,1.3584,14.1066,0.418,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706
Fugue7,D,major,14.1066,0.418,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584
Fugue7,D#/Eb,major,0.418,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066
Fugue7,E,major,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066,0.418
Fugue7,F,major,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066,0.418,14.5246
Fugue7,F#/Gb,major,2.8213,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066,0.418,14.5246,9.9269
Fugue7,G,major,11.7032,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066,0.418,14.5246,9.9269,2.8213
Fugue7,G#/Ab,major,2.2989,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066,0.418,14.5246,9.9269,2.8213,11.7032
Fugue7,A,major,13.5841,1.5674,14.4201,13.2706,1.3584,14.1066,0.418,14.5246,9.9269,2.8213,11.7032,2.2989
Fugue7,A#/Bb,major,1.5674,14.4201,13.2706,1.3584,14.1066,0.418,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841
Fugue7,B,major,14.4201,13.2706,1.3584,14.1066,0.418,14.5246,9.9269,2.8213,11.7032,2.2989,13.5841,1.5674
Fugue9,C,major,15.2797,0.1364,12.1419,0.1364,14.3247,11.869,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419
Fugue9,C#/Db,major,0.1364,12.1419,0.1364,14.3247,11.869,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797
Fugue9,D,major,12.1419,0.1364,14.3247,11.869,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364
Fugue9,D#/Eb,major,0.1364,14.3247,11.869,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419
Fugue9,E,major,14.3247,11.869,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364
Fugue9,F,major,11.869,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247
Fugue9,F#/Gb,major,2.3192,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247,11.869
Fugue9,G,major,15.1432,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247,11.869,2.3192
Fugue9,G#/Ab,major,1.3643,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247,11.869,2.3192,15.1432
Fugue9,A,major,13.6426,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247,11.869,2.3192,15.1432,1.3643
Fugue9,A#/Bb,major,1.5007,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247,11.869,2.3192,15.1432,1.3643,13.6426
Fugue9,B,major,12.1419,15.2797,0.1364,12.1419,0.1364,14.3247,11.869,2.3192,15.1432,1.3643,13.6426,1.5007
Fugue10,C,minor,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272,2.716,12.963,7.037,5.8025,12.4691,2.963
Fugue10,C#/Db,minor,3.5802,9.0123,10.4938,3.8272,13.8272,2.716,12.963,7.037,5.8025,12.4691,2.963,15.3086
Fugue10,D,minor,9.0123,10.4938,3.8272,13.8272,2.716,12.963,7.037,5.8025,12.4691,2.963,15.3086,3.5802
Fugue10,D#/Eb,minor,10.4938,3.8272,13.8272,2.716,12.963,7.037,5.8025,12.4691,2.963,15.3086,3.5802,9.0123
Fugue10,E,minor,3.8272,13.8272,2.716,12.963,7.037,5.8025,12.4691,2.963,15.3086,3.5802,9.0123,10.4938
Fugue10,F,minor,13.8272,2.716,12.963,7.037,5.8025,12.4691,2.963,15.3086,3.5802,9.0123,10.4938,3.8272
Fugue10,F#/Gb,minor,2.716,12.963,7.037,5.8025,12.4691,2.963,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272
Fugue10,G,minor,12.963,7.037,5.8025,12.4691,2.963,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272,2.716
Fugue10,G#/Ab,minor,7.037,5.8025,12.4691,2.963,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272,2.716,12.963
Fugue10,A,minor,5.8025,12.4691,2.963,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272,2.716,12.963,7.037
Fugue10,A#/Bb,minor,12.4691,2.963,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272,2.716,12.963,7.037,5.8025
Fugue10,B,minor,2.963,15.3086,3.5802,9.0123,10.4938,3.8272,13.8272,2.716,12.963,7.037,5.8025,12.4691
Fugue14,C,minor,16.2847,0.965,13.6309,11.2183,3.8601,11.7008,2.0507,14.234,5.5489,6.152,9.4089,4.9457
Fugue14,C#/Db,minor,0.965,13.6309,11.2183,3.8601,11.7008,2.0507,14.234,5.5489,6.152,9.4089,4.9457,16.2847
Fugue14,D,minor,13.6309,11.2183,3.8601,11.7008,2.0507,14.234,5.5489,6.152,9.4089,4.9457,16.2847,0.965
Fugue14,D#/Eb,minor,11.2183,3.8601,11.7008,2.0507,14.234,5.5489,6.152,9.4089,4.9457,16.2847,0.965,13.6309
Fugue14,E,minor,3.8601,11.7008,2.0507,14.234,5.5489,6.152,9.4089,4.9457,16.2847,0.965,13.6309,11.2183
Fugue14,F,minor,11.7008,2.0507,14.234,5.5489,6.152,9.4089,4.9457,16.2847,0.965,13.6309,11.2183,3.8601
Fugue14,F#/Gb,minor,2.0507,14.234,5.5489,6.152,9.4089,4.9457,16.2847,0.965,13.6309,11.2183,3.8601,11.7008
Fugue14,G,minor,14.234,5.5489,6.152,9.4089,4.9457,16.2847,0.965,13.6309,11.2183,3.8601,11.7008,2.0507
Fugue14,G#/Ab,minor,5.5489,6.152,9.4089,4.9457,16.2847,0.965,13.6309,11.2183,3.8601,11.7008,2.0507,14.234
Fugue14,A,minor,6.152,9.4089,4.9457,16.2847,0.965,13.6309,11.2183,3.8601,11.7008,2.0507,14.234,5.5489
Fugue14,A#/Bb,minor,9.4089,4.9457,16.2847,0.965,13.6309,11.2183,3.8601,11.7008,2.0507,14.234,5.5489,6.152
Fugue14,B,minor,4.9457,16.2847,0.965,13.6309,11.2183,3.8601,11.7008,2.0507,14.234,5.5489,6.152,9.4089
Fugue16,C,minor,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268
Fugue16,C#/Db,minor,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416
Fugue16,D,minor,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134
Fugue16,D#/Eb,minor,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436
Fugue16,E,minor,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148
Fugue16,F,minor,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792
Fugue16,F#/Gb,minor,0.9396,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832
Fugue16,G,minor,16.3758,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396
Fugue16,G#/Ab,minor,9.6644,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758
Fugue16,A,minor,3.6242,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644
Fugue16,A#/Bb,minor,8.9933,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242
Fugue16,B,minor,4.0268,16.2416,2.0134,11.5436,12.2148,1.8792,12.4832,0.9396,16.3758,9.6644,3.6242,8.9933
Fugue17,C,major,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576
Fugue17,C#/Db,major,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392
Fugue17,D,major,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204
Fugue17,D#/Eb,major,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456
Fugue17,E,major,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134
Fugue17,F,major,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653
Fugue17,F#/Gb,major,2.0408,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379
Fugue17,G,major,14.1723,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408
Fugue17,G#/Ab,major,1.5873,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723
Fugue17,A,major,15.0794,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873
Fugue17,A#/Bb,major,2.0408,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794
Fugue17,B,major,10.6576,14.7392,1.0204,13.9456,0.1134,13.2653,11.3379,2.0408,14.1723,1.5873,15.0794,2.0408
Fugue18,C,minor,15.2201,1.8868,12.956,9.434,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025
Fugue18,C#/Db,minor,1.8868,12.956,9.434,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201
Fugue18,D,minor,12.956,9.434,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868
Fugue18,D#/Eb,minor,9.434,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868,12.956
Fugue18,E,minor,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868,12.956,9.434
Fugue18,F,minor,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868,12.956,9.434,3.7736
Fugue18,F#/Gb,minor,2.1384,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868,12.956,9.434,3.7736,11.3208
Fugue18,G,minor,17.1069,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868,12.956,9.434,3.7736,11.3208,2.1384
Fugue18,G#/Ab,minor,8.1761,4.0252,9.5597,4.4025,15.2201,1.8868,12.956,9.434,3.7736,11.3208,2.1384,17.1069
Fugue18,A,minor,4.0252,9.5597,4.4025,15.2201,1.8868,12.956,9.434,3.7736,11.3208,2.1384,17.1069,8.1761
Fugue18,A#/Bb,minor,9.5597,4.4025,15.2201,1.8868,12.956,9.434,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252
Fugue18,B,minor,4.4025,15.2201,1.8868,12.956,9.434,3.7736,11.3208,2.1384,17.1069,8.1761,4.0252,9.5597
Fugue20,C,minor,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585,15.722,9.0608,3.8477,10.633,2.6065
Fugue20,C#/Db,minor,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585,15.722,9.0608,3.8477,10.633,2.6065,14.5221
Fugue20,D,minor,11.4605,11.7915,2.9375,13.9429,1.1585,15.722,9.0608,3.8477,10.633,2.6065,14.5221,2.3169
Fugue20,D#/Eb,minor,11.7915,2.9375,13.9429,1.1585,15.722,9.0608,3.8477,10.633,2.6065,14.5221,2.3169,11.4605
Fugue20,E,minor,2.9375,13.9429,1.1585,15.722,9.0608,3.8477,10.633,2.6065,14.5221,2.3169,11.4605,11.7915
Fugue20,F,minor,13.9429,1.1585,15.722,9.0608,3.8477,10.633,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375
Fugue20,F#/Gb,minor,1.1585,15.722,9.0608,3.8477,10.633,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429
Fugue20,G,minor,15.722,9.0608,3.8477,10.633,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585
Fugue20,G#/Ab,minor,9.0608,3.8477,10.633,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585,15.722
Fugue20,A,minor,3.8477,10.633,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585,15.722,9.0608
Fugue20,A#/Bb,minor,10.633,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585,15.722,9.0608,3.8477
Fugue20,B,minor,2.6065,14.5221,2.3169,11.4605,11.7915,2.9375,13.9429,1.1585,15.722,9.0608,3.8477,10.633
Fugue21,C,major,14.9049,1.2685,15.222,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736,1.797,11.0994
Fugue21,C#/Db,major,1.2685,15.222,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736,1.797,11.0994,14.9049
Fugue21,D,major,15.222,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736,1.797,11.0994,14.9049,1.2685
Fugue21,D#/Eb,major,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736,1.797,11.0994,14.9049,1.2685,15.222
Fugue21,E,major,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736,1.797,11.0994,14.9049,1.2685,15.222,0.2114
Fugue21,F,major,11.0994,2.3256,12.8964,2.1142,12.4736,1.797,11.0994,14.9049,1.2685,15.222,0.2114,14.5877
Fugue21,F#/Gb,major,2.3256,12.8964,2.1142,12.4736,1.797,11.0994,14.9049,1.2685,15.222,0.2114,14.5877,11.0994
Fugue21,G,major,12.8964,2.1142,12.4736,1.797,11.0994,14.9049,1.2685,15.222,0.2114,14.5877,11.0994,2.3256
Fugue21,G#/Ab,major,2.1142,12.4736,1.797,11.0994,14.9049,1.2685,15.222,0.2114,14.5877,11.0994,2.3256,12.8964
Fugue21,A,major,12.4736,1.797,11.0994,14.9049,1.2685,15.222,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142
Fugue21,A#/Bb,major,1.797,11.0994,14.9049,1.2685,15.222,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736
Fugue21,B,major,11.0994,14.9049,1.2685,15.222,0.2114,14.5877,11.0994,2.3256,12.8964,2.1142,12.4736,1.797
Fugue22,C,minor,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838
Fugue22,C#/Db,minor,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949
Fugue22,D,minor,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064
Fugue22,D#/Eb,minor,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772
Fugue22,E,minor,2.9451,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805
Fugue22,F,minor,15.1272,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451
Fugue22,F#/Gb,minor,1.3387,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272
Fugue22,G,minor,15.3949,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387
Fugue22,G#/Ab,minor,9.5047,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949
Fugue22,A,minor,2.4096,9.2369,4.2838,15.3949,1.6064,10.9772,11.7805,2.9451,15.1272,1.3387,15.3949,9.5047
